pokedex_number,name,japanese_name,type1,type2,classfication,height_m,weight_kg,generation,is_legendary,attack,defense,hp,speed,sp_attack,sp_defense,base_total,capture_rate,experience_growth,percentage_male,base_happiness,base_egg_steps,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
588,Karrablast,Kaburumoカブルモ,bug,NA,Clamping Pokémon,0.5,5.9,5,0,75,45,50,60,40,45,315,200,1000000,50,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
589,Escavalier,Chevargoシュバルゴ,bug,steel,Cavalry Pokémon,1,33,5,0,135,105,70,20,60,105,495,75,1000000,50,70,3840,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
590,Foongus,Tamagetakeタマゲタケ,grass,poison,Mushroom Pokémon,0.2,1,5,0,55,45,69,15,55,55,294,190,1000000,50,70,5120,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
591,Amoonguss,Morobareruモロバレル,grass,poison,Mushroom Pokémon,0.6,10.5,5,0,85,70,114,30,85,80,464,75,1000000,50,70,5120,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
592,Frillish,Pururillプルリル,water,ghost,Floating Pokémon,1.2,33,5,0,40,50,55,40,65,85,335,190,1000000,50,70,5120,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5
593,Jellicent,Burungelブルンゲル,water,ghost,Floating Pokémon,2.2,135,5,0,60,70,100,60,85,105,480,60,1000000,50,70,5120,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5
594,Alomomola,Mamanbouママンボウ,water,NA,Caring Pokémon,1.2,31.6,5,0,75,80,165,65,40,45,470,75,800000,50,70,10240,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
595,Joltik,Bachuruバチュル,bug,electric,Attaching Pokémon,0.1,0.6,5,0,47,50,50,65,57,50,319,190,1000000,50,70,5120,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
596,Galvantula,Dentulaデンチュラ,bug,electric,EleSpider Pokémon,0.8,14.3,5,0,77,60,70,108,97,60,472,75,1000000,50,70,5120,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
597,Ferroseed,Tesseedテッシード,grass,steel,Thorn Seed Pokémon,0.6,18.8,5,0,50,91,44,10,24,86,305,255,1000000,50,70,5120,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5
598,Ferrothorn,Nutreyナットレイ,grass,steel,Thorn Pod Pokémon,1,110,5,0,94,131,74,20,54,116,489,90,1000000,50,70,5120,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5
599,Klink,Giaruギアル,steel,NA,Gear Pokémon,0.3,21,5,0,55,70,40,30,45,60,300,130,1059860,NA,70,5120,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
600,Klang,Gigiaruギギアル,steel,NA,Gear Pokémon,0.6,51,5,0,80,95,60,50,70,85,440,60,1059860,NA,70,5120,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
601,Klinklang,Gigigiaruギギギアル,steel,NA,Gear Pokémon,0.6,81,5,0,100,115,60,90,70,85,520,30,1059860,NA,70,5120,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
602,Tynamo,Shibishirasuシビシラス,electric,NA,EleFish Pokémon,0.2,0.3,5,0,55,40,35,60,45,40,275,190,1250000,50,70,5120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
603,Eelektrik,Shibibeelシビビール,electric,NA,EleFish Pokémon,1.2,22,5,0,85,70,65,40,75,70,405,60,1250000,50,70,5120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
604,Eelektross,Shibirudonシビルドン,electric,NA,EleFish Pokémon,2.1,80.5,5,0,115,80,85,50,105,80,515,30,1250000,50,70,5120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
605,Elgyem,Ligrayリグレー,psychic,NA,Cerebral Pokémon,0.5,9,5,0,55,55,55,30,85,55,335,255,1000000,50,70,5120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
606,Beheeyem,Ohbemオーベム,psychic,NA,Cerebral Pokémon,1,34.5,5,0,75,75,75,40,125,95,485,90,1000000,50,70,5120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
607,Litwick,Hitomoshiヒトモシ,ghost,fire,Candle Pokémon,0.3,3.1,5,0,30,55,50,20,65,55,275,190,1059860,50,70,5120,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2
608,Lampent,Lamplerランプラー,ghost,fire,Lamp Pokémon,0.6,13,5,0,40,60,60,55,95,60,370,90,1059860,50,70,5120,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2
609,Chandelure,Chandelaシャンデラ,ghost,fire,Luring Pokémon,1,34.3,5,0,55,90,60,80,145,90,520,45,1059860,50,70,5120,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2
610,Axew,Kibagoキバゴ,dragon,NA,Tusk Pokémon,0.6,18,5,0,87,60,46,57,30,40,320,75,1250000,50,35,10240,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
611,Fraxure,Onondoオノンド,dragon,NA,Axe Jaw Pokémon,1,36,5,0,117,70,66,67,40,50,410,60,1250000,50,35,10240,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
612,Haxorus,Ononokusオノノクス,dragon,NA,Axe Jaw Pokémon,1.8,105.5,5,0,147,90,76,97,60,70,540,45,1250000,50,35,10240,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
613,Cubchoo,Kumasyunクマシュン,ice,NA,Chill Pokémon,0.5,8.5,5,0,70,40,55,40,60,40,305,120,1000000,50,70,5120,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
614,Beartic,Tunbearツンベアー,ice,NA,Freezing Pokémon,2.6,260,5,0,130,80,95,50,70,80,505,60,1000000,50,70,5120,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
615,Cryogonal,Freegeoフリージオ,ice,NA,Crystallizing Pokémon,1.1,148,5,0,50,50,80,105,95,135,515,25,1000000,NA,70,6400,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
616,Shelmet,Chobomakiチョボマキ,bug,NA,Snail Pokémon,0.4,7.7,5,0,40,85,50,25,40,65,305,200,1000000,50,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
617,Accelgor,Agilderアギルダー,bug,NA,Shell Out Pokémon,0.8,25.3,5,0,70,40,80,145,100,60,495,75,1000000,50,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
618,Stunfisk,Maggyoマッギョ,ground,electric,Trap Pokémon,0.7,11,5,0,66,84,109,32,81,99,471,75,1000000,50,70,5120,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2
619,Mienfoo,Kojofuコジョフー,fighting,NA,Martial Arts Pokémon,0.9,20,5,0,85,50,45,65,55,50,350,180,1059860,50,70,6400,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
620,Mienshao,Kojondoコジョンド,fighting,NA,Martial Arts Pokémon,1.4,35.5,5,0,125,60,65,105,95,60,510,45,1059860,50,70,6400,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
621,Druddigon,Crimganクリムガン,dragon,NA,Cave Pokémon,1.6,139,5,0,120,90,77,48,60,90,485,45,1000000,50,70,7680,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
622,Golett,Gobitゴビット,ground,ghost,Automaton Pokémon,1,92,5,0,74,50,59,35,35,50,303,190,1000000,NA,70,6400,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
623,Golurk,Goloogゴルーグ,ground,ghost,Automaton Pokémon,2.8,330,5,0,124,80,89,55,55,80,483,90,1000000,NA,70,6400,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
624,Pawniard,Komatanaコマタナ,dark,steel,Sharp Blade Pokémon,0.5,10.2,5,0,85,70,45,60,40,40,340,120,1000000,50,35,5120,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1
625,Bisharp,Kirikizanキリキザン,dark,steel,Sword Blade Pokémon,1.6,70,5,0,125,100,65,70,60,70,490,45,1000000,50,35,5120,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1
626,Bouffalant,Buffronバッフロン,normal,NA,Bash Buffalo Pokémon,1.6,94.6,5,0,110,95,95,55,40,95,490,45,1000000,50,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
627,Rufflet,Washibonワシボン,normal,flying,Eaglet Pokémon,0.5,10.5,5,0,83,50,70,60,37,50,350,190,1250000,100,70,5120,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
628,Braviary,Warrgleウォーグル,normal,flying,Valiant Pokémon,1.5,41,5,0,123,75,100,80,57,75,510,60,1250000,100,70,5120,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
629,Vullaby,Valchaiバルチャイ,dark,flying,Diapered Pokémon,0.5,9,5,0,55,75,70,60,45,65,370,190,1250000,0,35,5120,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
630,Mandibuzz,Vulginaバルジーナ,dark,flying,Bone Vulture Pokémon,1.2,39.5,5,0,65,105,110,80,55,95,510,60,1250000,0,35,5120,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
631,Heatmor,Kuitaranクイタラン,fire,NA,Anteater Pokémon,1.4,58,5,0,97,66,85,65,105,66,484,90,1000000,50,70,5120,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
632,Durant,Aiantアイアント,bug,steel,Iron Ant Pokémon,0.3,33,5,0,109,112,58,109,48,48,484,90,1000000,50,70,5120,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
633,Deino,Monozuモノズ,dark,dragon,Irate Pokémon,0.8,17.3,5,0,65,50,52,38,45,50,300,45,1250000,50,35,10240,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
634,Zweilous,Diheadジヘッド,dark,dragon,Hostile Pokémon,1.4,50,5,0,85,70,72,58,65,70,420,45,1250000,50,35,10240,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
635,Hydreigon,Sazandoraサザンドラ,dark,dragon,Brutal Pokémon,1.8,160,5,0,105,90,92,98,125,90,600,45,1250000,50,35,10240,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
636,Larvesta,Merlarvaメラルバ,bug,fire,Torch Pokémon,1.1,28.8,5,0,85,55,55,60,50,55,360,45,1250000,50,70,10240,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2
637,Volcarona,Ulgamothウルガモス,bug,fire,Sun Pokémon,1.6,46,5,0,60,65,85,100,135,105,550,15,1250000,50,70,10240,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2
638,Cobalion,Cobalonコバルオン,steel,fighting,Iron Will Pokémon,2.1,250,5,1,90,129,91,108,90,72,580,3,1250000,NA,35,20480,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1
639,Terrakion,Terrakionテラキオン,rock,fighting,Cavern Pokémon,1.9,260,5,1,129,90,91,108,72,90,580,3,1250000,NA,35,20480,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2
640,Virizion,Virizionビリジオン,grass,fighting,Grassland Pokémon,2,200,5,1,90,72,91,108,90,129,580,3,1250000,NA,35,20480,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5
641,Tornadus,Tornelos (keshin Forme)トルネロス,flying,NA,Cyclone Pokémon,1.5,63,5,1,100,80,79,121,110,90,580,3,1250000,100,90,30720,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1
642,Thundurus,Voltolos (keshin Forme)ボルトロス,electric,flying,Bolt Strike Pokémon,1.5,61,5,1,105,70,79,101,145,80,580,3,1250000,100,90,30720,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
643,Reshiram,Reshiramレシラム,dragon,fire,Vast White Pokémon,3.2,330,5,1,120,100,100,90,150,120,680,3,1250000,NA,0,30720,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1
644,Zekrom,Zekromゼクロム,dragon,electric,Deep Black Pokémon,2.9,345,5,1,150,120,100,90,120,100,680,3,1250000,NA,0,30720,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5
645,Landorus,Landlos (keshin Forme)ランドロス,ground,flying,Abundance Pokémon,1.5,68,5,1,145,90,89,91,105,80,600,3,1250000,100,90,30720,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2
646,Kyurem,Kyuremキュレム,dragon,ice,Boundary Pokémon,3,325,5,1,120,90,125,95,170,100,700,3,1250000,NA,0,30720,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5
647,Keldeo,Keldeo (itsumo No Sugata)ケルディオ,water,fighting,Colt Pokémon,1.4,48.5,5,1,72,90,91,108,129,90,580,3,1250000,NA,35,20480,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5
648,Meloetta,Meloetta (step Forme)メロエッタ,normal,psychic,Melody Pokémon,0.6,6.5,5,1,128,90,100,128,77,77,600,3,1250000,NA,100,30720,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1
649,Genesect,Genesectゲノセクト,bug,steel,Paleozoic Pokémon,1.5,82.5,5,1,120,95,71,99,120,95,600,3,1250000,NA,0,30720,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1
650,Chespin,Harimaronハリマロン,grass,NA,Spiky Nut Pokémon,0.4,9,6,0,61,65,56,38,48,45,313,45,1059860,88.1,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
651,Quilladin,Hariborgハリボーグ,grass,NA,Spiny Armor Pokémon,0.7,29,6,0,78,95,61,57,56,58,405,45,1059860,88.1,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
652,Chesnaught,Brigarronブリガロン,grass,fighting,Spiny Armor Pokémon,1.6,90,6,0,107,122,88,64,74,75,530,45,1059860,88.1,70,5120,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5
653,Fennekin,Fokkoフォッコ,fire,NA,Fox Pokémon,0.4,9.4,6,0,45,40,40,60,62,60,307,45,1059860,88.1,70,5120,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
654,Braixen,Tairenarテールナー,fire,NA,Fox Pokémon,1,14.5,6,0,59,58,59,73,90,70,409,45,1059860,88.1,70,5120,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
655,Delphox,Mahoxyマフォクシー,fire,psychic,Fox Pokémon,1.5,39,6,0,69,72,75,104,114,100,534,45,1059860,88.1,70,5120,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2
656,Froakie,Keromatsuケロマツ,water,NA,Bubble Frog Pokémon,0.3,7,6,0,56,40,41,71,62,44,314,45,1059860,88.1,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
657,Frogadier,Gekogashiraゲコガシラ,water,NA,Bubble Frog Pokémon,0.6,10.9,6,0,63,52,54,97,83,56,405,45,1059860,88.1,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
658,Greninja,Gekkougaゲッコウガ,water,dark,Ninja Pokémon,1.5,40,6,0,145,67,72,132,153,71,640,45,1059860,88.1,70,5120,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
659,Bunnelby,Horubeeホルビー,normal,NA,Digging Pokémon,0.4,5,6,0,36,38,38,57,32,36,237,255,1000000,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
660,Diggersby,Horudoホルード,normal,ground,Digging Pokémon,1,42.4,6,0,56,77,85,78,50,77,423,127,1000000,50,70,3840,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2
661,Fletchling,Yayakomaヤヤコマ,normal,flying,Tiny Robin Pokémon,0.3,1.7,6,0,50,43,45,62,40,38,278,255,1059860,50,70,3840,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
662,Fletchinder,Hinoyakomaヒノヤコマ,fire,flying,Ember Pokémon,0.7,16,6,0,73,55,62,84,56,52,382,120,1059860,50,70,3840,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
663,Talonflame,Fiarrowファイアロー,fire,flying,Scorching Pokémon,1.2,24.5,6,0,81,71,78,126,74,69,499,45,1059860,50,70,3840,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
664,Scatterbug,Kofukimushiコフキムシ,bug,NA,Scatterdust Pokémon,0.3,2.5,6,0,35,40,38,35,27,25,200,255,1000000,50,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
665,Spewpa,Kofuuraiコフーライ,bug,NA,Scatterdust Pokémon,0.3,8.4,6,0,22,60,45,29,27,30,213,120,1000000,50,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
666,Vivillon,Viviyonビビヨン,bug,flying,Scale Pokémon,1.2,17,6,0,52,50,80,89,90,50,411,45,1000000,50,70,3840,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
667,Litleo,Shishikoシシコ,fire,normal,Lion Cub Pokémon,0.6,13.5,6,0,50,58,62,72,73,54,369,220,1059860,11.2,70,5120,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2
668,Pyroar,Kaenjishiカエンジシ,fire,normal,Royal Pokémon,1.5,81.5,6,0,68,72,86,106,109,66,507,65,1059860,11.2,70,5120,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2
669,Flabébé,Flabebeフラベベ,fairy,NA,Single Bloom Pokémon,0.1,0.1,6,0,38,39,44,42,61,79,303,225,1000000,0,70,5120,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
670,Floette,Floetteフラエッテ,fairy,NA,Fairy Pokémon,0.2,0.9,6,0,65,67,74,92,125,128,551,120,1000000,0,70,5120,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
671,Florges,Florgesフラージェス,fairy,NA,Garden Pokémon,1.1,10,6,0,65,68,78,75,112,154,552,45,1000000,0,70,5120,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
672,Skiddo,Meecleメェークル,grass,NA,Mount Pokémon,0.9,31,6,0,65,48,66,52,62,57,350,200,1000000,50,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
673,Gogoat,Gogoatゴーゴート,grass,NA,Mount Pokémon,1.7,91,6,0,100,62,123,68,97,81,531,45,1000000,50,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
674,Pancham,Yanchamヤンチャム,fighting,NA,Playful Pokémon,0.6,8,6,0,82,62,67,43,46,48,348,220,1000000,50,70,6400,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
675,Pangoro,Gorondaゴロンダ,fighting,dark,Daunting Pokémon,2.1,136,6,0,124,78,95,58,69,71,495,65,1000000,50,70,6400,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1
676,Furfrou,Trimmienトリミアン,normal,NA,Poodle Pokémon,1.2,28,6,0,80,60,75,102,65,90,472,160,1000000,50,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
677,Espurr,Nyasperニャスパー,psychic,NA,Restraint Pokémon,0.3,3.5,6,0,48,54,62,68,63,60,355,190,1000000,50,70,5120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
678,Meowstic,Nyaonixニャオニクス,psychic,NA,Constraint Pokémon,0.6,8.5,6,0,48,76,74,104,83,81,466,75,1000000,50,70,5120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
679,Honedge,Hitotsukiヒトツキ,steel,ghost,Sword Pokémon,0.8,2,6,0,80,100,45,28,35,37,325,180,1000000,50,70,5120,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1
680,Doublade,Nidangillニダンギル,steel,ghost,Sword Pokémon,0.8,4.5,6,0,110,150,59,35,45,49,448,90,1000000,50,70,5120,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1
681,Aegislash,Gillgardギルガルド,steel,ghost,Royal Sword Pokémon,1.7,53,6,0,150,50,60,60,150,50,520,45,1000000,50,70,5120,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1
682,Spritzee,Shushupuシュシュプ,fairy,NA,Perfume Pokémon,0.2,0.5,6,0,52,60,78,23,63,65,341,200,1000000,50,70,5120,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
683,Aromatisse,Frefuwanフレフワン,fairy,NA,Fragrance Pokémon,0.8,15.5,6,0,72,72,101,29,99,89,462,140,1000000,50,70,5120,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
684,Swirlix,Peroppafuペロッパフ,fairy,NA,Cotton Candy Pokémon,0.4,3.5,6,0,48,66,62,49,59,57,341,200,1000000,50,70,5120,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
685,Slurpuff,Peroreamペロリーム,fairy,NA,Meringue Pokémon,0.8,5,6,0,80,86,82,72,85,75,480,140,1000000,50,70,5120,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
686,Inkay,Maaiikaマーイーカ,dark,psychic,Revolving Pokémon,0.4,3.5,6,0,54,53,53,45,37,46,288,190,1000000,50,70,5120,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1
687,Malamar,Calamaneroカラマネロ,dark,psychic,Overturning Pokémon,1.5,47,6,0,92,88,86,73,68,75,482,80,1000000,50,70,5120,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1
688,Binacle,Kameteteカメテテ,rock,water,Two-Handed Pokémon,0.5,31,6,0,52,67,42,50,39,56,306,120,1000000,50,70,5120,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
689,Barbaracle,Gamenodesガメノデス,rock,water,Collective Pokémon,1.3,96,6,0,105,115,72,68,54,86,500,45,1000000,50,70,5120,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
690,Skrelp,Kuzumoクズモー,poison,water,Mock Kelp Pokémon,0.5,7.3,6,0,60,60,50,30,60,60,320,225,1000000,50,70,5120,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
691,Dragalge,Dramidoroドラミドロ,poison,dragon,Mock Kelp Pokémon,1.8,81.5,6,0,75,90,65,44,97,123,494,55,1000000,50,70,5120,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5
692,Clauncher,Udeppouウデッポウ,water,NA,Water Gun Pokémon,0.5,8.3,6,0,53,62,50,44,58,63,330,225,1250000,50,70,3840,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
693,Clawitzer,Blosterブロスター,water,NA,Howitzer Pokémon,1.3,35.3,6,0,73,88,71,59,120,89,500,55,1250000,50,70,3840,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
694,Helioptile,Erikiteruエリキテル,electric,normal,Generator Pokémon,0.5,6,6,0,38,33,44,70,61,43,289,190,1000000,50,70,5120,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1
695,Heliolisk,Elezardエレザード,electric,normal,Generator Pokémon,1,21,6,0,55,52,62,109,109,94,481,75,1000000,50,70,5120,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1
696,Tyrunt,Chigorasチゴラス,rock,dragon,Royal Heir Pokémon,0.8,26,6,0,89,77,58,48,45,45,362,45,1000000,88.1,70,7680,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1
697,Tyrantrum,Gachigorasガチゴラス,rock,dragon,Despot Pokémon,2.5,270,6,0,121,119,82,71,69,59,521,45,1000000,88.1,70,7680,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1
698,Amaura,Amarusアマルス,rock,ice,Tundra Pokémon,1.3,25.2,6,0,59,50,77,46,67,63,362,45,1000000,88.1,70,7680,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2
699,Aurorus,Amarurugaアマルルガ,rock,ice,Tundra Pokémon,2.7,225,6,0,77,72,123,58,99,92,521,45,1000000,88.1,70,7680,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2
700,Sylveon,Nymphiaニンフィア,fairy,NA,Intertwining Pokémon,1,23.5,6,0,65,65,95,60,110,130,525,45,1000000,88.1,70,8960,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
701,Hawlucha,Luchabullルチャブル,fighting,flying,Wrestling Pokémon,0.8,21.5,6,0,92,75,78,118,74,63,500,100,1000000,50,70,5120,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1
702,Dedenne,Dedenneデデンネ,electric,fairy,Antenna Pokémon,0.2,2.2,6,0,58,57,67,101,81,67,431,180,1000000,50,70,5120,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1
